date,hr,mm,percent,cloudy
1970-05-16,0.0,0.0,58.5,0.0
1970-05-17,0.0,0.0,59.5,0.0
1970-05-18,0.0,0.0,53.5,7.5
1970-05-19,3.17,12.5,67.3,10.0
1970-05-20,0.0,0.0,68.5,5.0
1970-05-21,0.0,0.0,72.0,2.0
1970-05-22,0.05,0.0,58.8,8.3
1970-05-23,0.0,0.0,59.8,6.0
1970-05-24,0.0,0.0,58.5,2.0
1970-05-25,17.08,23.0,89.0,9.5
1970-05-26,9.92,5.2,91.8,9.5
1970-05-27,0.0,0.0,72.8,2.5
1970-05-28,0.0,0.0,74.0,5.8
1970-05-29,0.0,0.0,66.0,4.3
1970-05-30,0.0,0.0,58.8,6.5
1970-05-31,8.83,5.1,81.8,8.5
1970-06-01,0.0,0.0,51.0,2.5
1970-06-02,0.0,0.0,55.3,7.0
1970-06-03,2.1,1.4,63.3,7.0
1970-06-04,0.0,0.0,76.8,8.5
1970-06-05,0.0,0.0,77.8,2.5
1970-06-06,0.0,0.0,76.0,1.8
1970-06-07,0.0,0.0,69.3,2.8
1970-06-08,6.4,10.0,79.5,7.3
1970-06-09,10.58,27.7,89.3,10.0
1970-06-10,0.0,0.0,83.8,9.8
1970-06-11,0.0,0.0,80.3,5.8
1970-06-12,0.0,0.0,79.5,4.0
1970-06-13,0.0,0.0,72.8,4.3
1970-06-14,0.95,2.2,74.8,10.0
1970-06-15,3.3,1.8,59.8,8.0
1970-06-16,5.15,1.0,63.8,10.0
1970-06-17,7.2,1.4,84.8,9.5
1970-06-18,21.72,16.8,96.3,10.0
1970-06-19,18.77,20.2,96.8,9.3
1970-06-20,0.0,0.0,90.8,10.0
1970-06-21,0.0,0.0,87.8,8.8
1970-06-22,0.0,0.0,85.8,8.3
1970-06-23,0.0,0.0,83.8,8.8
1970-06-24,1.12,6.2,79.5,9.0
1970-06-25,8.58,60.9,97.0,10.0
1970-06-26,0.28,0.0,90.5,6.0
1970-06-27,0.0,0.0,89.5,2.5
1970-06-28,1.0,0.0,88.3,8.0
1970-06-29,10.77,34.6,94.8,10.0
1970-06-30,8.93,5.0,94.0,9.0
1970-07-01,0.0,0.0,87.3,7.8
1970-07-02,0.0,0.0,84.5,7.3
1970-07-03,8.3,19.4,87.8,8.8
1970-07-04,21.72,112.1,96.0,10.0
1970-07-05,9.23,2.6,82.8,8.5
1970-07-06,13.13,21.3,94.8,10.0
1970-07-07,1.13,0.0,76.3,8.8
1970-07-08,1.47,0.2,72.5,9.8
1970-07-09,16.03,12.1,92.3,9.0
1970-07-10,3.22,0.7,82.5,8.5
1970-07-11,0.62,0.0,84.8,8.5
1970-07-12,0.0,0.0,85.5,9.0
1970-07-13,0.0,0.0,82.0,9.3
1970-07-14,0.0,0.0,84.3,5.0
1970-07-15,1.03,0.4,79.5,7.0
1970-07-16,21.52,141.6,96.5,10.0
1970-07-17,11.48,17.0,95.5,10.0
1970-07-18,14.5,8.6,95.5,10.0
1970-07-19,0.0,0.0,87.5,9.0
1970-07-20,2.42,1.0,95.8,9.3
1970-07-21,0.0,0.0,83.5,8.0
1970-07-22,2.42,2.1,92.0,9.8
1970-07-23,0.0,0.0,87.0,6.8
1970-07-24,0.0,0.0,85.5,9.8
1970-07-25,0.0,0.0,86.3,7.8
1970-07-26,0.0,0.0,87.5,7.5
1970-07-27,2.0,5.5,83.3,8.0
1970-07-28,6.1,17.3,89.8,10.0
1970-07-29,4.33,28.5,89.5,8.8
1970-07-30,0.0,0.0,90.3,9.8
1970-07-31,10.12,33.5,93.3,10.0
1970-08-01,3.33,0.8,91.8,7.5
1970-08-02,0.0,0.0,91.3,7.5
1970-08-03,4.17,9.2,94.5,9.8
1970-08-04,1.0,2.7,87.3,7.5
1970-08-05,1.22,6.6,85.8,7.0
1970-08-06,7.73,41.2,91.3,9.8
1970-08-07,0.0,0.0,82.3,7.8
1970-08-08,0.0,0.0,83.3,6.5
1970-08-09,0.0,0.0,86.3,5.3
1970-08-10,0.0,0.0,88.8,6.0
1970-08-11,0.0,0.0,90.0,6.8
1970-08-12,0.0,0.0,74.5,4.0
1970-08-13,0.0,0.0,74.5,2.5
1970-08-14,0.0,0.0,67.8,6.3
1970-08-15,0.0,0.0,82.0,6.5
1970-08-16,0.0,0.0,84.3,10.0
1970-08-17,0.25,0.0,90.3,10.0
1970-08-18,0.18,0.0,71.3,6.3
1970-08-19,0.0,0.0,63.3,2.0
1970-08-20,0.47,0.0,74.8,4.5
1970-08-21,0.0,0.0,71.0,5.0
1970-08-22,7.28,40.8,85.5,7.3
1970-08-23,4.53,9.7,85.8,7.5
1970-08-24,13.23,9.7,91.3,10.0
1970-08-25,9.62,7.4,89.0,10.0
1970-08-26,4.95,0.6,87.8,10.0
1970-08-27,5.12,0.3,89.3,9.3
1970-08-28,4.15,0.9,78.3,7.3
1970-08-29,0.0,0.0,66.3,4.3
1970-08-30,0.0,0.0,59.0,10.0
1970-08-31,15.53,43.4,82.0,10.0
1970-09-01,9.43,21.8,89.5,10.0
1970-09-02,6.75,50.0,84.8,5.3
1970-09-03,10.03,27.7,92.5,5.3
1970-09-04,7.4,14.5,93.8,9.8
1970-09-05,0.0,0.0,86.3,6.0
1970-09-06,0.0,0.0,81.5,2.5
1970-09-07,0.0,0.0,79.0,0.5
1970-09-08,2.75,3.6,88.8,8.0
1970-09-09,14.85,89.7,96.8,10.0
1970-09-10,5.12,1.4,78.0,9.5
1970-09-11,7.58,38.4,75.8,8.8
1970-09-12,8.65,11.0,94.0,7.8
1970-09-13,0.83,0.0,86.5,2.8
1970-09-14,0.0,0.0,86.5,9.3
1970-09-15,1.35,1.2,87.3,8.8
1970-09-16,6.03,36.5,90.3,8.8
1970-09-17,16.85,85.9,94.5,7.5
1970-09-18,0.0,0.0,85.8,7.3
1970-09-19,0.0,0.0,82.0,0.5
1970-09-20,0.0,0.0,80.3,4.3
1970-09-21,0.8,0.2,81.3,7.5
1970-09-22,0.0,0.0,79.0,5.8
1970-09-23,0.0,0.0,84.5,2.3
1970-09-24,0.0,0.0,85.0,7.0
1970-09-25,0.0,0.0,89.0,7.5
1970-09-26,0.0,0.0,79.5,3.5
1970-09-27,0.0,0.0,73.5,8.5
1970-09-28,10.17,4.3,87.3,10.0
1970-09-29,2.28,0.4,70.0,8.8
1970-09-30,3.72,4.2,84.0,7.0
1970-10-01,0.0,0.0,79.0,0.3
1970-10-02,0.0,0.0,79.0,2.0
1970-10-03,0.0,0.0,79.0,1.8
1970-10-04,0.0,0.0,81.8,0.0
1970-10-05,0.0,0.0,83.5,2.5
1970-10-06,0.0,0.0,82.5,0.0
1970-10-07,0.0,0.0,77.8,0.3
1970-10-08,0.0,0.0,78.5,3.3
1970-10-09,0.0,0.0,85.5,7.0
1970-10-10,0.0,0.0,88.0,9.0
1970-10-11,6.85,1.4,88.3,8.3
1970-10-12,8.3,7.0,88.5,10.0
1970-10-13,0.0,0.0,76.0,2.8
1970-10-14,0.0,0.0,77.5,4.3
1970-10-15,0.0,0.0,87.5,6.0
1970-10-16,0.0,0.0,83.5,3.5
1970-10-17,0.0,0.0,81.0,0.5
1970-10-18,0.0,0.0,82.5,4.0
1970-10-19,0.0,0.0,75.8,0.3
1970-10-20,0.0,0.0,73.8,0.3
1970-10-21,0.0,0.0,83.0,0.3
1970-10-22,0.0,0.0,81.3,4.3
1970-10-23,0.0,0.0,86.5,7.0
1970-10-24,16.93,84.0,96.0,9.0
1970-10-25,15.83,143.5,94.3,10.0
1970-10-26,0.0,0.0,57.5,4.0
1970-10-27,0.75,2.0,71.0,2.8
1970-10-28,4.93,9.3,82.3,6.8
1970-10-29,0.0,0.0,66.5,2.0
1970-10-30,0.0,0.0,70.5,0.0
1970-10-31,0.0,0.0,81.5,1.5
1970-11-01,1.0,0.0,87.5,4.3
1970-11-02,0.08,0.0,86.0,5.8
1970-11-03,2.08,13.1,80.5,4.8
1970-11-04,1.15,1.2,83.0,3.5
1970-11-05,0.0,0.0,82.0,3.8
1970-11-06,0.78,0.2,78.3,3.0
1970-11-07,0.0,0.0,80.0,0.0
1970-11-08,0.0,0.0,84.5,2.8
1970-11-09,0.0,0.0,73.8,4.3
1970-11-10,4.4,14.4,70.5,4.8
1970-11-11,0.0,0.0,62.3,0.0
1970-11-12,0.0,0.0,76.5,2.8
1970-11-13,7.02,2.8,86.3,9.8
1970-11-14,0.0,0.0,55.5,5.3
1970-11-15,0.0,0.0,47.0,0.0
1970-11-16,0.0,0.0,72.5,3.8
1970-11-17,0.0,0.0,72.8,8.5
1970-11-18,0.0,0.0,85.0,9.5
1970-11-19,0.0,0.0,80.5,8.0
1970-11-20,0.0,0.0,89.5,2.5
1970-11-21,0.0,0.0,75.8,8.3
1970-11-22,0.0,0.0,71.3,0.8
1970-11-23,0.0,0.0,64.3,0.3
1970-11-24,0.0,0.0,76.5,3.5
1970-11-25,12.9,0.5,76.0,9.3
1970-11-26,6.88,0.2,86.5,10.0
1970-11-27,0.0,0.0,65.5,2.0
1970-11-28,0.0,0.0,46.8,5.0
1970-11-29,0.0,0.0,49.3,0.5
1970-11-30,4.38,0.7,50.5,2.8
1970-12-01,8.68,0.7,88.3,7.3
1970-12-02,7.2,6.4,77.8,7.3
1970-12-03,0.55,0.0,59.8,3.5
1970-12-04,0.0,0.0,51.0,0.3
1970-12-05,0.0,0.0,66.8,0.0
1970-12-06,0.0,0.0,79.8,0.3
1970-12-07,0.15,0.0,65.0,3.5
1970-12-08,0.0,0.0,44.8,0.5
1970-12-09,0.0,0.0,59.8,1.3
1970-12-10,4.05,1.1,81.3,6.0
1970-12-11,0.0,0.0,74.3,3.3
1970-12-12,8.13,9.8,68.3,9.3
1970-12-13,6.03,0.1,63.8,7.3
1970-12-14,0.9,0.0,73.0,4.3
1970-12-15,0.0,0.0,78.8,9.0
1970-12-16,0.0,0.0,85.0,9.0
1970-12-17,0.5,0.0,83.8,6.0
1970-12-18,0.0,0.0,57.8,7.5
1970-12-19,0.0,0.0,69.8,10.0
1970-12-20,0.0,0.0,66.3,1.0
1970-12-21,0.0,0.0,72.8,6.0
1970-12-22,0.0,0.0,69.5,5.5
1970-12-23,0.0,0.0,67.8,2.3
1970-12-24,0.0,0.0,57.8,4.8
1970-12-25,0.0,0.0,57.5,0.0
1970-12-26,0.0,0.0,54.5,0.8
1970-12-27,0.0,0.0,63.3,0.0
1970-12-28,0.2,0.0,75.5,0.3
1970-12-29,0.0,0.0,76.0,3.8
1970-12-30,0.0,0.0,79.8,6.3
1970-12-31,0.0,0.0,74.8,3.0
1971-01-01,0.08,0.0,64.5,0.8
1971-01-02,0.0,0.0,61.5,0.0
1971-01-03,6.75,4.4,80.8,7.5
1971-01-04,0.5,0.0,60.8,1.8
1971-01-05,0.0,0.0,63.5,0.0
1971-01-06,1.3,0.0,73.5,8.8
1971-01-07,1.67,0.0,80.8,8.8
1971-01-08,3.97,0.3,91.0,10.0
1971-01-09,0.0,0.0,89.0,9.5
1971-01-10,0.0,0.0,80.3,8.8
1971-01-11,0.0,0.0,78.5,10.0
1971-01-12,0.0,0.0,77.8,0.0
1971-01-13,1.97,0.5,72.5,3.5
1971-01-14,0.0,0.0,63.3,0.0
1971-01-15,1.42,0.0,78.3,4.0
1971-01-16,0.0,0.0,65.5,0.0
1971-01-17,0.0,0.0,69.5,0.8
1971-01-18,0.0,0.0,71.8,4.3
1971-01-19,0.0,0.0,65.5,10.0
1971-01-20,16.2,10.2,77.3,10.0
1971-01-21,23.17,5.2,81.0,10.0
1971-01-22,1.33,0.0,62.0,4.0
1971-01-23,0.0,0.0,77.8,0.3
1971-01-24,1.33,0.0,78.0,4.3
1971-01-25,5.17,2.5,71.5,8.3
1971-01-26,0.17,0.0,66.5,4.3
1971-01-27,0.0,0.0,59.5,3.0
1971-01-28,0.1,0.0,62.5,1.5
1971-01-29,2.12,0.0,66.8,2.3
1971-01-30,1.36,2.5,60.8,2.5
1971-01-31,0.0,0.0,64.3,0.5
1971-02-01,0.0,0.0,70.3,0.3
1971-02-02,0.0,0.0,68.5,0.0
1971-02-03,0.0,0.0,67.3,3.3
1971-02-04,0.0,0.0,74.3,0.3
1971-02-05,0.0,0.0,72.3,0.0
1971-02-06,4.42,0.0,76.3,6.3
1971-02-07,2.92,0.0,70.0,4.8
1971-02-08,2.87,0.0,66.0,5.0
1971-02-09,8.32,0.5,74.5,5.0
1971-02-10,0.0,0.0,65.5,0.0
1971-02-11,0.0,0.0,63.5,6.3
1971-02-12,0.0,0.0,63.8,7.5
1971-02-13,0.0,0.0,76.3,3.5
1971-02-14,9.38,7.3,70.5,10.0
1971-02-15,3.57,1.0,74.5,8.3
1971-02-16,5.02,6.4,65.0,7.0
1971-02-17,4.9,0.4,66.3,7.8
1971-02-18,0.0,0.0,63.0,0.0
1971-02-19,0.0,0.0,61.0,3.8
1971-02-20,0.0,0.0,62.3,4.8
1971-02-21,7.88,2.8,77.0,7.0
1971-02-22,4.33,6.1,77.5,10.0
1971-02-23,4.08,4.7,67.8,7.5
1971-02-24,0.0,0.0,48.8,3.8
1971-02-25,0.0,0.0,57.3,3.5
1971-02-26,0.0,0.0,62.3,2.8
1971-02-27,0.0,0.0,74.3,3.5
1971-02-28,2.75,0.0,74.0,7.5
1971-03-01,3.55,0.0,60.5,10.0
1971-03-02,18.32,31.0,77.0,10.0
1971-03-03,6.97,0.9,75.0,9.5
1971-03-04,0.0,0.0,57.3,0.0
1971-03-05,0.0,0.0,55.0,2.0
1971-03-06,0.0,0.0,43.5,0.8
1971-03-07,0.0,0.0,44.3,0.0
1971-03-08,0.0,0.0,50.3,2.5
1971-03-09,0.0,0.0,49.0,0.8
1971-03-10,0.0,0.0,52.0,1.0
1971-03-11,0.0,0.0,63.0,2.0
1971-03-12,1.73,0.0,61.8,3.8
1971-03-13,0.0,0.0,56.0,2.0
1971-03-14,0.33,0.0,62.5,1.8
1971-03-15,0.0,0.0,66.3,8.3
1971-03-16,11.37,4.6,77.0,8.8
1971-03-17,0.0,0.0,68.5,4.5
1971-03-18,0.0,0.0,73.3,2.8
1971-03-19,0.0,0.1,74.8,4.5
1971-03-20,0.0,0.0,70.3,0.0
1971-03-21,0.92,0.0,69.3,7.3
1971-03-22,0.0,0.0,42.5,5.3
1971-03-23,0.0,0.0,53.8,0.3
1971-03-24,9.0,2.1,79.0,10.0
1971-03-25,0.0,0.0,73.3,8.3
1971-03-26,10.17,5.8,80.0,9.0
1971-03-27,1.83,0.0,72.8,7.0
1971-03-28,6.17,2.4,67.8,6.5
1971-03-29,6.33,0.5,63.5,5.8
1971-03-30,0.0,0.0,50.8,4.5
1971-03-31,0.0,0.0,60.0,4.8
1971-04-01,0.0,0.0,57.3,7.0
1971-04-02,0.0,0.0,42.5,6.8
1971-04-03,0.0,0.0,61.3,5.3
1971-04-04,0.0,0.0,42.8,0.0
1971-04-05,0.0,0.0,59.3,4.3
1971-04-06,0.0,0.0,59.8,0.0
1971-04-07,0.4,0.2,44.3,6.0
1971-04-08,11.95,1.5,77.0,10.0
1971-04-09,0.0,0.0,50.5,0.3
1971-04-10,0.0,0.0,60.3,0.0
1971-04-11,0.0,0.0,59.3,0.5
1971-04-12,0.0,0.0,55.3,3.5
1971-04-13,14.78,15.6,65.3,9.5
1971-04-14,1.72,2.7,70.3,6.3
1971-04-15,0.0,0.0,57.0,5.8
1971-04-16,0.0,0.0,76.8,7.5
1971-04-17,0.0,0.0,54.5,7.0
1971-04-18,0.0,0.0,56.8,0.3
1971-04-19,0.0,0.0,54.5,0.3
1971-04-20,0.0,0.0,65.3,0.0
1971-04-21,0.0,0.0,70.0,0.0
1971-04-22,0.0,0.0,58.8,5.0
1971-04-23,0.0,0.0,68.8,5.0
1971-04-24,0.0,0.0,69.3,3.3
1971-04-25,0.0,0.0,51.3,4.3
1971-04-26,0.0,0.0,53.0,2.3
1971-04-27,0.0,0.0,47.3,2.5
1971-04-28,17.22,31.7,73.3,10.0
1971-04-29,2.2,0.3,59.3,4.8
1971-04-30,0.0,0.0,61.0,0.3
1971-05-01,0.13,0.0,58.3,4.8
1971-05-02,2.17,0.7,60.3,9.5
1971-05-03,21.07,61.6,73.3,10.0
1971-05-04,6.78,3.2,64.8,7.5
1971-05-05,2.43,0.6,67.8,7.5
1971-05-06,5.6,1.6,68.0,6.5
1971-05-07,2.08,0.3,60.8,4.8
1971-05-08,0.0,0.0,54.3,3.0
1971-05-09,0.0,0.0,58.5,6.8
1971-05-10,0.0,0.0,60.3,0.5
1971-05-11,0.0,0.0,58.5,0.0
1971-05-12,0.0,0.0,70.3,4.5
1971-05-13,0.93,6.1,69.3,6.5
1971-05-14,0.0,0.0,64.0,1.0
1971-05-15,0.0,0.0,68.5,5.5
1971-05-16,3.57,0.7,69.8,9.3
1971-05-17,0.0,0.0,70.8,3.0
1971-05-18,0.0,0.0,69.8,7.3
1971-05-19,0.0,0.0,65.8,0.8
1971-05-20,0.0,0.0,67.0,0.3
1971-05-21,0.0,0.0,67.5,0.8
1971-05-22,0.0,0.0,52.3,0.3
1971-05-23,0.3,0.0,54.8,6.3
1971-05-24,15.97,33.8,87.8,10.0
1971-05-25,0.0,0.0,65.3,0.0
1971-05-26,0.26,0.0,62.3,7.5
1971-05-27,12.5,1.6,84.0,8.8
1971-05-28,0.0,0.0,66.3,4.0
1971-05-29,1.25,0.0,85.8,7.5
1971-05-30,0.0,0.0,74.0,4.5
1971-05-31,5.68,1.0,86.0,8.3
1971-06-01,9.8,6.7,89.3,9.8
1971-06-02,0.72,1.7,80.5,9.5
1971-06-03,15.83,28.8,90.0,7.5
1971-06-04,3.75,0.9,75.3,2.8
1971-06-05,0.0,0.0,78.3,5.0
1971-06-06,0.25,0.0,82.3,4.8
1971-06-07,0.0,0.0,74.5,4.0
1971-06-08,0.0,0.0,63.3,1.0
1971-06-09,0.12,0.0,67.0,9.0
1971-06-10,9.63,7.4,88.8,10.0
1971-06-11,6.02,2.0,87.3,10.0
1971-06-12,6.67,2.2,80.8,6.8
1971-06-13,0.97,0.2,84.0,9.8
1971-06-14,5.82,1.2,84.0,8.3
1971-06-15,0.0,0.0,82.5,7.3
1971-06-16,0.0,0.0,78.5,5.5
1971-06-17,0.0,0.0,79.5,7.5
1971-06-18,0.0,0.0,76.8,8.5
1971-06-19,0.05,0.0,72.5,9.3
1971-06-20,0.0,0.0,62.3,3.5
1971-06-21,0.0,0.0,74.0,2.5
1971-06-22,2.23,0.4,79.5,6.3
1971-06-23,0.0,0.0,74.8,5.5
1971-06-24,0.0,0.0,75.0,2.5
1971-06-25,2.5,0.0,82.0,4.5
1971-06-26,10.3,16.3,90.0,7.5
1971-06-27,10.08,6.2,88.3,10.0
1971-06-28,6.42,8.8,83.8,9.5
1971-06-29,9.62,2.8,84.0,10.0
1971-06-30,22.22,67.9,92.5,10.0
1971-07-01,11.32,17.9,87.8,10.0
1971-07-02,12.57,16.6,88.3,10.0
1971-07-03,2.58,0.2,84.0,6.0
1971-07-04,2.37,4.6,84.8,6.3
1971-07-05,0.45,0.0,81.5,5.3
1971-07-06,1.42,1.3,82.5,6.0
1971-07-07,8.2,25.4,77.5,10.0
1971-07-08,3.18,8.9,85.5,7.5
1971-07-09,0.0,0.0,79.8,6.8
1971-07-10,12.59,60.5,89.8,9.8
1971-07-11,1.0,0.1,81.0,6.5
1971-07-12,0.75,0.0,82.8,3.5
1971-07-13,0.67,0.0,83.3,4.3
1971-07-14,3.42,0.0,88.3,7.0
1971-07-15,7.47,18.1,87.5,8.3
1971-07-16,5.78,40.1,88.0,9.8
1971-07-17,11.33,91.0,88.8,8.8
1971-07-18,0.25,0.0,86.3,6.5
1971-07-19,6.32,0.3,83.5,9.5
1971-07-20,5.03,6.8,80.3,9.8
1971-07-21,17.37,45.7,92.5,10.0
1971-07-22,5.33,29.6,84.5,6.0
1971-07-23,0.0,0.0,80.5,2.8
1971-07-24,0.0,0.0,80.0,8.0
1971-07-25,14.95,44.2,86.8,7.5
1971-07-26,16.73,45.6,94.3,8.0
1971-07-27,3.75,3.5,83.0,6.5
1971-07-28,3.75,0.7,83.0,7.8
1971-07-29,12.13,14.0,91.3,10.0
1971-07-30,16.85,52.0,93.5,10.0
1971-07-31,0.2,0.2,85.0,6.5
1971-08-01,0.0,0.0,82.8,2.5
1971-08-02,0.0,0.0,81.0,2.3
1971-08-03,0.0,0.0,83.8,3.3
1971-08-04,3.22,2.6,85.0,5.0
1971-08-05,5.23,12.2,81.3,9.3
1971-08-06,0.0,0.0,74.5,2.5
1971-08-07,0.0,0.0,80.0,4.3
1971-08-08,0.0,0.0,78.8,3.8
1971-08-09,2.78,31.7,82.0,3.3
1971-08-10,17.45,70.2,88.0,10.0
1971-08-11,12.0,40.8,88.5,9.8
1971-08-12,0.0,0.0,88.8,5.3
1971-08-13,0.0,0.0,88.0,7.3
1971-08-14,0.98,0.2,88.5,6.3
1971-08-15,0.5,0.8,88.5,9.8
1971-08-16,3.23,0.2,83.5,7.5
1971-08-17,0.0,0.0,71.3,7.0
1971-08-18,3.88,0.6,71.5,8.5
1971-08-19,23.67,30.8,88.8,10.0
1971-08-20,10.75,3.9,88.5,7.0
1971-08-21,0.0,0.0,82.0,4.3
1971-08-22,13.35,34.8,92.3,10.0
1971-08-23,2.67,0.3,83.0,7.0
1971-08-24,0.0,0.0,83.3,5.0
1971-08-25,0.0,0.0,81.8,7.5
1971-08-26,3.23,0.6,81.3,10.0
1971-08-27,1.25,1.0,79.3,3.3
1971-08-28,0.0,0.0,80.3,0.0
1971-08-29,0.0,0.0,72.0,0.8
1971-08-30,0.0,0.0,65.5,3.0
1971-08-31,0.0,0.0,68.8,1.5
1971-09-01,0.0,0.0,66.5,0.5
1971-09-02,1.93,0.0,75.5,6.0
1971-09-03,7.95,2.5,85.0,10.0
1971-09-04,17.67,31.4,93.0,10.0
1971-09-05,0.0,0.0,83.3,2.5
1971-09-06,0.0,0.0,77.3,3.8
1971-09-07,0.0,0.0,78.8,3.8
1971-09-08,0.0,0.0,75.8,4.3
1971-09-09,0.62,0.0,75.5,7.5
1971-09-10,6.88,0.0,78.0,7.0
1971-09-11,0.0,0.0,81.0,1.3
1971-09-12,0.0,0.0,75.8,1.3
1971-09-13,0.0,0.0,78.3,0.8
1971-09-14,0.0,0.0,80.3,1.8
1971-09-15,0.0,0.0,78.0,3.3
1971-09-16,0.0,0.0,75.3,5.3
1971-09-17,0.0,0.0,72.3,1.5
1971-09-18,0.0,0.0,73.5,5.5
1971-09-19,0.0,0.0,66.5,2.3
1971-09-20,0.0,0.0,74.8,6.0
1971-09-21,0.0,0.0,69.5,4.3
1971-09-22,0.0,0.0,77.5,0.0
1971-09-23,15.43,12.8,90.5,7.5
1971-09-24,18.55,15.0,96.0,10.0
1971-09-25,16.0,17.8,93.0,10.0
1971-09-26,3.4,3.1,88.0,7.8
1971-09-27,0.67,0.0,74.8,3.0
1971-09-28,0.0,0.0,77.0,2.0
1971-09-29,0.0,0.0,85.0,5.5
1971-09-30,2.0,1.4,86.0,8.8
1971-10-01,0.0,0.0,87.5,7.3
1971-10-02,0.0,0.0,68.8,2.3
1971-10-03,0.0,0.0,75.3,3.5
1971-10-04,0.28,0.3,79.3,6.8
1971-10-05,0.0,0.0,75.8,0.0
1971-10-06,0.0,0.0,77.5,0.3
1971-10-07,0.0,0.0,77.3,0.0
1971-10-08,0.0,0.0,75.5,3.0
1971-10-09,0.0,0.0,75.5,0.3
1971-10-10,0.87,5.4,82.5,2.0
1971-10-11,5.17,1.8,62.8,5.8
1971-10-12,0.0,0.0,58.0,0.0
1971-10-13,0.0,0.0,73.0,0.0
1971-10-14,0.0,0.0,74.8,0.0
1971-10-15,0.0,0.0,86.0,2.0
1971-10-16,0.0,0.0,87.5,9.8
1971-10-17,0.0,0.0,70.5,2.0
1971-10-18,0.0,0.0,81.8,1.5
1971-10-19,0.0,0.0,68.3,0.5
1971-10-20,0.0,0.0,74.5,4.0
1971-10-21,0.0,0.0,74.3,5.8
1971-10-22,9.15,4.2,84.8,8.5
1971-10-23,0.0,0.0,70.3,1.5
1971-10-24,0.0,0.0,80.0,0.0
1971-10-25,0.0,0.0,87.5,5.5
1971-10-26,0.0,0.0,81.0,1.0
1971-10-27,0.0,0.0,81.3,0.3
1971-10-28,0.0,0.0,85.0,1.5
1971-10-29,0.0,0.0,84.5,4.5
1971-10-30,0.0,0.0,85.0,3.8
1971-10-31,0.0,0.0,83.5,0.0
1971-11-01,0.0,0.0,85.8,2.8
1971-11-02,0.0,0.0,86.8,4.8
1971-11-03,0.0,0.0,75.8,3.8
1971-11-04,0.0,0.0,82.5,7.5
1971-11-05,6.95,4.1,79.5,7.5
1971-11-06,0.0,0.0,70.5,6.3
1971-11-07,0.0,0.0,63.0,0.8
1971-11-08,0.0,0.0,71.8,3.8
1971-11-09,4.35,0.6,82.3,6.8
1971-11-10,0.0,0.0,86.0,4.0
1971-11-11,0.0,0.0,84.5,5.3
1971-11-12,0.5,0.0,83.3,3.5
1971-11-13,0.0,0.0,84.0,1.3
1971-11-14,2.83,2.0,70.5,2.5
1971-11-15,0.0,0.0,65.8,1.3
1971-11-16,0.0,0.0,63.5,0.3
1971-11-17,0.0,0.0,76.5,0.0
1971-11-18,0.0,0.0,87.5,2.8
1971-11-19,0.0,0.0,84.3,2.3
1971-11-20,0.82,8.2,86.5,3.8
1971-11-21,4.93,13.1,91.3,4.3
1971-11-22,0.0,0.0,86.3,6.8
1971-11-23,1.3,0.4,81.3,7.5
1971-11-24,5.4,3.3,78.8,5.0
1971-11-25,0.0,0.0,81.3,2.5
1971-11-26,0.38,0.0,84.8,8.0
1971-11-27,0.42,1.1,81.8,3.8
1971-11-28,0.0,0.0,67.8,4.5
1971-11-29,0.05,0.0,52.3,0.5
1971-11-30,0.0,0.0,72.0,5.3
1971-12-01,0.0,0.0,77.3,6.0
1971-12-02,0.25,0.0,70.0,7.0
1971-12-03,0.3,0.3,67.0,4.5
1971-12-04,2.4,3.4,68.3,6.8
1971-12-05,0.05,0.0,66.5,8.0
1971-12-06,0.0,0.0,56.8,1.3
1971-12-07,0.0,0.0,62.5,0.5
1971-12-08,0.42,0.0,66.5,3.5
1971-12-09,0.0,0.0,66.3,0.3
1971-12-10,0.75,0.8,69.8,6.5
1971-12-11,4.25,9.3,80.0,6.8
1971-12-12,0.0,0.0,60.3,0.0
1971-12-13,0.25,0.0,65.8,6.0
1971-12-14,5.83,4.3,68.0,3.8
1971-12-15,0.0,0.0,55.0,0.0
1971-12-16,1.55,0.1,71.8,5.3
1971-12-17,0.0,0.0,77.3,3.5
1971-12-18,0.28,0.1,62.8,2.0
1971-12-19,0.0,0.0,50.0,0.5
1971-12-20,0.0,0.0,55.8,0.8
1971-12-21,0.0,0.0,52.5,0.0
1971-12-22,0.0,0.0,58.3,1.5
1971-12-23,0.0,0.0,69.8,0.0
1971-12-24,0.0,0.0,66.0,4.5
1971-12-25,3.33,0.7,70.8,9.0
1971-12-26,10.0,0.2,79.5,6.0
1971-12-27,0.0,0.0,38.3,4.8
1971-12-28,0.0,0.0,56.8,0.0
1971-12-29,0.0,0.0,61.3,3.8
1971-12-30,0.0,0.0,66.0,3.3
1971-12-31,0.95,0.2,90.3,4.5
1972-01-01,2.75,0.1,79.3,2.5
1972-01-02,0.0,0.0,76.5,0.0
1972-01-03,0.0,0.0,74.5,3.5
1972-01-04,12.32,7.7,85.0,10.0
1972-01-05,0.0,0.0,86.3,5.3
1972-01-06,0.0,0.0,67.3,4.0
1972-01-07,0.0,0.0,70.8,0.0
1972-01-08,0.0,0.0,83.3,1.3
1972-01-09,0.0,0.0,74.5,3.0
1972-01-10,0.0,0.0,75.5,10.0
1972-01-11,0.0,0.0,80.3,5.0
1972-01-12,5.5,0.4,89.5,7.5
1972-01-13,0.0,0.0,70.3,4.5
